CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
HA14048,Pay / receive / settle bets within Heathrow Airport,"Contrary to byelaws 4.17 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14049,Fail to wear a visible airport pass within a restricted area of Heathrow Airport,"Contrary to byelaws 4.18 and 2.1 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14050,Drive a vehicle dangerously on part of Heathrow Airport to which the Road Traffic enactments do not apply,"Contrary to byelaws 5.1(a) and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14051,Drive a vehicle without due care on a part of Heathrow Airport to which the Road Traffic enactments did not apply,"Contrary to byelaws 5.1(b) and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14052,Drive a vehicle whilst operating a mobile telephone / handheld device on part of Heathrow Airport,"Contrary to byelaws 5.1(c) and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14053,Drive a vehicle at excess speed on Heathrow Airport,"Contrary to byelaws 5.1(d) and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14054,Use a vehicle so as likely to cause danger / nuisance to a person / persons on Heathrow Airport,"Contrary to byelaws 5.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14055,Cause / permit use of a vehicle so as likely to cause danger / nuisance to a person / persons on Heathrow Airport,"Contrary to byelaws 5.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14056,Leave / park a vehicle in a restricted area / in excess of permitted time on Heathrow Airport,"Contrary to byelaws 5.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14057,Cause a vehicle to wait at Heathrow Airport for a period in excess of that permitted by a sign,"Contrary to byelaws 5.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14058,Cause / permit a vehicle to stand as an obstruction / danger to an aircraft / person / property within Heathrow Airport,"Contrary to byelaws 5.4 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14059,Cause / permit vehicle left unattended when parking brake / restraining device not engaged within Heathrow Airport,"Contrary to byelaws 5.5 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14060,Use a vehicle that fails to comply with braking / steering / lighting / electrical requirements on Heathrow Airport,"Contrary to byelaws 5.6 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14061,Cause / permit use of a vehicle that fails to comply with braking / steering etc requirements on Heathrow Airport,"Contrary to byelaws 5.6 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14062,Use on Heathrow Airport a vehicle where the safety locking devices were not in working order,"Contrary to byelaws 5.6 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14063,Cause / permit use on Heathrow Airport of a vehicle where the safety locking devices were not in working order,"Contrary to byelaws 5.6 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14064,Use a vehicle on Heathrow Airport with a fuel / exhaust system in a condition likely to cause danger / nuisance,"Contrary to byelaws 5.7 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14065,Cause / permit use of a vehicle on Heathrow Airport with condition of fuel / exhaust system likely to cause danger,"Contrary to byelaws 5.7 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14066,Use a vehicle in dangerous condition / carry passengers / load in a manner likely to cause danger on Heathrow Airport,"Contrary to byelaws 5.8(a) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14067,Cause / permit use of vehicle in dangerous condition / carry passengers / load to cause danger on Heathrow Airport,"Contrary to byelaws 5.8(a) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14068,Use a vehicle with a load not secured so as not to cause danger / nuisance on Heathrow Airport,"Contrary to byelaws 5.8(b) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14069,Cause / permit use of a vehicle with an load not secured so as not to cause danger / nuisance on Heathrow Airport,"Contrary to byelaws 5.8(b) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14070,Cause / permit access to parts of Heathrow Airport licensed for the surface movement / maintenance of aircraft,"Contrary to byelaws 5.9 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14071,Drive / operate / place a vehicle elsewhere than in place provided for its passage / accommodation on Heathrow Airport,"Contrary to byelaws 6.1 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14072,Drive / leave a vehicle which was incorrectly lit / unlit on Heathrow Airport,"Contrary to byelaws 6.2 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14073,Left cargo / baggage / vehicle / equipment other than in place provided within Heathrow Airport,"Contrary to byelaws 6.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14074,Left a vehicle unattended with the engine running / an ignition key in the vehicle on Heathrow Airport,"Contrary to byelaws 6.4 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Transport Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14075,Tamper with an aircraft / something used in connection with an aircraft within Heathrow Airport,"Contrary to byelaws 7.1 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14076,Without authority entered / got on to a vehicle / truck / trolley / aircraft steps within Heathrow Airport,"Contrary to byelaws 7.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14077,Tamper with / misuse a lift / escalator / travolator / conveyor belt / air jetty / apparatus within Heathrow Airport,"Contrary to byelaws 7.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14078,Tamper with the brakes / mechanism of vehicle / truck / trolley / aircraft steps within Heathrow Airport,"Contrary to byelaws 7.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14079,Incorrectly used a carriageway / cycle track within a tunnel within Heathrow Airport,"Contrary to byelaws 8.1 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14080,Drive a vehicle with insufficient fuel / power to clear the tunnel / access roads into a tunnel within Heathrow Airport,"Contrary to byelaws 8.2(a) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14081,Take an animal into a tunnel on Heathrow Airport otherwise than by conveyance in a motor vehicle,"Contrary to byelaws 8.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14082,Fail to comply with a direction by a constable / official not to enter a tunnel on Heathrow Airport,"Contrary to byelaws 8.4 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14083,Carry out tyre change / repair / refuel / removal of vehicle in tunnel on Heathrow Airport,"Contrary to byelaws 8.5 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14084,Cause / permit a taxi to ply for hire within Heathrow Airport without authorisation / not from an authorised standing,"Contrary to byelaws 9.1 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14085,Cause / permit a vehicle other than taxi to stand on an authorised standing on Heathrow Airport,"Contrary to byelaws 9.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14086,Cause / permit a taxi to stand on an authorised standing on Heathrow Airport in excess of number permitted by a sign,"Contrary to byelaws 9.3 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14087,Driver of a taxi on an authorised standing on Heathrow Airport fail to be with taxi / available for hire immediately,"Contrary to byelaws 9.4 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14088,Leave a disabled taxi longer than necessary on authorised standing / taxi feeder park on Heathrow Airport,"Contrary to byelaws 9(5) and 2(3) of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,14-Apr-14,N,N,S
HA14089,Driver of a taxi cause an obstruction of the carriageway / a footpath / a building / annoyance on Heathrow Airport,"Contrary to byelaws 9.6 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14090,Washed down / cleaned out a taxi on an authorised standing on Heathrow Airport,"Contrary to byelaws 9.7 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14091,Taxi driver fail to display badge whilst on Heathrow Airport,"Contrary to byelaws 9.8 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14092,Drive a taxi on to an Authorised Standing on Heathrow Airport without having driven through a Taxi Feeder Park,"Contrary to byelaws 9.9 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14093,Obstruct a tunnel / tunnel access road at Heathrow Airport,"Contrary to byelaws 8.2(b) and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14094,Bring taxi onto taxi feeder park without permission or without displaying ticket on Heathrow Airport,"Contrary to byelaws 9.10 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14095,Drive a second taxi onto Heathrow Airport while another taxi driven by you remains on the Airport,"Contrary to byelaws 9.11 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14096,Leave a taxi on a taxi feeder park on Heathrow Airport when unwilling to be dispatched to an authorised standing,"Contrary to byelaws 9.12 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14097,Driver fail to move taxi to fill a vacancy as it occurs on an authorised standing / feeder park on Heathrow Airport,"Contrary to byelaws 9.13 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14098,Fail to comply with directions in a taxi feeder park given by a PC / traffic warden / official on Heathrow Airport,"Contrary to byelaws 9(15) and 2(3) of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,14-Apr-14,N,N,S
HA14099,Driver of a taxi fail to leave feeder park when directed and proceed to authorised standing on Heathrow Airport,"Contrary to byelaws 9.15 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14100,Deface / alter / amend a ticket issued to permit entry to a taxi feeder park on Heathrow Airport,"Contrary to byelaws 9.16 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14101,Fail to state name and address when required to do so by a constable / airport official on Heathrow Airport,"Contrary to byelaws 10.1 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14102,Driver of a vehicle fail to stop / provide own / owner details after an injury / damage accident on Heathrow Airport,"Contrary to byelaws 10.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14103,Aircraft commander / tug driver fail to stop and report aircraft accident on Heathrow Airport,"Contrary to byelaws 10.3(a) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14104,Driver of vehicle fail to stop / report an accident involving an aircraft on Heathrow Airport,"Contrary to byelaws 10.3(b) and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14105,Fail to produce insurance / permit to drive a vehicle within restricted area of Heathrow Airport,"Contrary to byelaws 10.4 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14106,Fail to give information as to the driver of a vehicle on Heathrow Airport,"Contrary to byelaws 10.5 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14107,Fail to notify staff of property found within Heathrow Airport,"Contrary to byelaws 11.2 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14108,Smoke in a Restricted Area within Heathrow Airport,"Contrary to byelaws 3.6(c) and 2.1 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14109,Fail to leave Heathrow Airport when requested having refused to be searched,"Contrary to byelaws 3.13 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14110,Spitting within Heathrow Airport,"Contrary to byelaws 3.18 and 2.1 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14111,Fail to dispose of chewing gum in a responsible manner within Heathrow Airport,"Contrary to byelaws 3.18 and 2.1 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14112,Drop / leave litter / refuse on Heathrow Airport other than in receptacle provided,"Contrary to byelaws 3.22(b) and 2.1 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14113,Cause / permit a private hire vehicle to load passengers at Heathrow Airport other than in an official car park,"Contrary to byelaws 3.29 and 2.3 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HA14114,Carry out Groundhandling at Heathrow Airport without authority,"Contrary to byelaws 4.1 and 2.2 of the Heathrow Airport - London Byelaws, 2014 and section 63 of the Airports Act 1986.",CS,N,N,,13-Apr-14,N,N,S
HC79001,Use duty free oil in deliberate contravention of a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 10(1), (5)(a), (7) and (9) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79002,Acquire duty free oil in deliberate contravention of restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to sections 10(1), (5)(a), (7) and (9) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79003,Supply duty free oil with intent to contravene a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 10(1), (5)(b), (7) and (9) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79004,Allow duty free oil to be taken into a vehicle / appliance / storage tank in contravention of the Act,"Contrary to section 10(1), (6), (7) and (9) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79005,Use rebated heavy oil in deliberate contravention of a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 13(3)(a), (5) and (6) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79006,Supply rebated heavy oil with intent to contravene a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 13(3)(b), (5) and (6) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79007,Knowingly allow rebated heavy oil to be taken into vehicle with intent to contravene a restriction,Contrary to section 13(4) of the Hydrocarbon Oil Duties Act 1979.,CE,Y,Y,,07-Aug-07,N,N,3
HC79008,Use light oil in deliberate contravention of a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 14(2), (6)(a), (8) and (10) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79009,Acquire light oil in deliberate contravention of a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 14(2), (6)(a), (8) and (10) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79010,Supply light oil with intent to contravene of a restriction in the Hydrocarbon Oil Duties Act 1979,"Contrary to section 14(2), (6)(b), (8) and (10) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79011,Allow light oil to be taken into a vehicle / appliance / storage tank with intent to contravene a restriction in the Act,"Contrary to section 14(2)(7), (8) and (10) of the Hydrocarbon Oil Duties Act 1979.",CE,Y,Y,,03-Oct-94,N,N,3
HC79012,Intentionally used aqua methanol which had been mixed with a relevant substance,Contrary to section 20AAC(3)(a) of the Hydrocarbon Oil Duties Act 1979.,CE,Y,Y,,15-Nov-16,N,N,3
HC79013,Supplied aqua methanol intending its use being mixed with a relevant substance,Contrary to section 20AAC(3)(b) of the Hydrocarbon Oil Duties Act 1979.,CE,Y,Y,,15-Nov-16,N,N,3
HD47001,"Wilfully cutting, breaking or destroying the mooring or fastening of any vessel","Contrary to section 62 of the Harbours, Docks, and Piers Clauses Act 1847.",CS,N,N,,25-Aug-05,N,N,S
HF46001,Altering or defacing mark on sheep,,CS,N,Y,,01-Jan-46,N,N,S
HH39001,Promoting collection for charitable purpose without licence,,CS,N,Y,,01-Jan-39,N,N,S
HH39002,Collecting for charitable purpose without licence,,CS,N,Y,,01-Jan-39,N,N,S
HH39004,Using unauthorised badge,,CS,N,Y,,01-Jan-39,N,N,S
HH39005,Collector failing to give name and address etc to police on demand,,CS,N,Y,,01-Jan-39,N,N,S
HH39006,Knowingly or recklessly making false statement,,CS,N,Y,,01-Jan-39,N,N,S
HS74001,"Employer fail to discharge general health, safety and welfare duty to employee","Contrary to  sections 2 and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74002,Employer / self-employed person fail to discharge general health / safety duty to person other than employee,"Contrary to sections 3 and 33(1)(a) of, and schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,06-Jan-74,N,N,3
HS74003,Person concerned with premises fail discharge general health and safety duty to person other than employee,Contrary to sections 4 and 33(1)(a) and schedule 3A of the Health and Safety at Work etc Act 1974.,CE,Y,Y,,04-Jan-74,N,N,3
HS74005,Manufacturer / designer / importer / supplier fail to ensure safety of article when set / used etc. at work,"Contrary to sections 6(1)(a) and 33(1)(a) of, and schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74006,Employee fail to discharge general health and safety duty at work,"Contrary to sections 7 and 33(1)(a) of, and Schedule 3A to, of the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74007,Interfere / misuse something provided to meet statutory health safety or welfare provision,"Contrary to sections 8 and 33(1)(b) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74008,Charge employee for something provided to meet relevant health / safety statutory requirement,"Contrary to sections 9 and 33(1)(b) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,N,N,,04-Jan-75,N,N,3
HS74009,Contravene a requirement imposed by an inspector under section 20 Health and Safety at Work etc Act 1974,"Contrary to section 33(1)(e) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,21-Jan-09,N,N,3
HS74010,Contravene a requirement imposed by an inspector under section 25 Health and Safety at Work etc Act 1974,"Contrary to section 33(1)(e) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,21-Jan-09,N,N,3
HS74011,Prevent another from appearing before / answering questions by Health and Safety inspector,"Contrary to section 33(1)(f) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,19-Jan-09,N,N,3
HS74014,Contravene a health and safety at work prohibition notice,Contrary to sections 22 and 33(1)(g) of the Health and Safety at Work etc Act 1974.,CE,Y,Y,,14-Mar-15,N,N,3
HS74014B,Aid / abet a contravention of a health and safety at work prohibition notice,Contrary to sections 22 and 33(1)(g) of the Health and Safety at Work etc Act 1974 and section 8 of the Accessories and Abettors Act 1861.,CE,Y,Y,,12-Mar-15,N,N,3
HS74018,Contravene a health and safety regulation,Contrary to section 33(1)(c) and Schedule 3A of the Health and Safety at Work etc Act 1974.,CE,Y,Y,,05-Jan-74,N,N,3
HS74026,Obstruct a Health and Safety at Work inspector / Customs Officer,"Contrary to section 33(1)(h) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CS,Y,Y,,03-Jan-74,N,N,S
HS74028,Contravene a requirement imposed by a health and safety information notice under s.27(1),"Contrary to section 33(1)(i) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,N,N,,04-Jan-74,N,N,3
HS74029,Use Health and Safety Executive information in contravention of s.27(4),"Contrary to section 33(1)(j) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,03-Jan-74,N,N,3
HS74030,Disclose Health and Safety information obtained by exercise of a power in contravention of s. 28,"Contrary to section 33(1)(j) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,03-Jan-74,N,N,3
HS74031,Make a false statement to obtain Health and Safety document,"Contrary to section 33(1)(k) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74032,Make or make use of a false entry in Health and Safety register / book / notice / document,"Contrary to section 33(1)(l) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74034,Use a Health and Safety document with intent to deceive,"Contrary to section 33(1)(m) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74035,Make a document calculated to deceive,"Contrary to section 33(1)(m) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74036,Possess a document calculated to deceive,"Contrary to section 33(1)(m) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74037,Falsely pretend to be an Health and Safety at Work inspector,"Contrary to section 33(1)(n) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CS,N,N,,04-Jan-74,N,N,S
HS74038,Fail to comply with a court order made under section 42 Health and Safety at Work etc Act 1974,"Contrary to section 33(1)(o) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,04-Jan-74,N,N,3
HS74041,Employer / self employed person fail to give information to non-employees regarding health and safety,"Contrary to sections 3(3) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,02-Apr-75,N,N,3
HS74042,Designer / manufacturer / importer / supplier fail to discharge duty to carry out testing ensuring article safe,"Contrary to sections 6(1)(b) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74043,Designer / manufacturer / importer / supplier fail to provide info about use for which article was designed / tested,"Contrary to sections 6(1)(c) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74044,Designer / manufacturer etc fail provide revised info about use for which article was designed / tested,"Contrary to sections 6(1)(d) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74045,Designer / manufacturer / importer / supplier of fairground equipment fail to ensure safe when used,"Contrary to sections 6(1A)(a) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74046,Designer/manufacturer/importer/supplier of fairground equipment fail to test and examine to ensure safe when used,"Contrary to sections 6(1A)(b) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74047,Designer / manufacturer / importer / supplier of fairground equipment fail ensure info provided so that safe when used,"Contrary to sections 6(1A)(c) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74048,Designer/manufacturer/importer/supplier of fairground equipment fail ensure revision to safety information provided,"Contrary to sections 6(1A)(d) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,02-Mar-88,N,N,3
HS74049,Designer or manufacturer of work product/fairground equipment fail to carry out health and safety research,"Contrary to sections 6(2) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74050,Erect or install unsafe work article / fairground equipment,"Contrary to sections 6(3) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74051,Manufacturer / importer / supplier of substance fail to ensure it was safe when handled at work premises,"Contrary to sections 6(4)(a) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
